Unnamed: 0,play_id,half_seconds_remaining,down,goal_to_go,ydstogo,yardline_100,play_type,posteam_score,defteam_score,run
0,63.0,1796.0,1.0,0,10.0,78.0,run,0.0,0.0,1
6889,85.0,1758.0,2.0,0,7.0,75.0,pass,0.0,0.0,0
9290,115.0,1720.0,1.0,0,10.0,64.0,pass,0.0,0.0,0
9459,135.0,1677.0,2.0,0,21.0,75.0,run,0.0,0.0,1
9655,166.0,1634.0,3.0,0,23.0,77.0,run,0.0,0.0,1
9755,214.0,1587.0,1.0,0,10.0,77.0,run,0.0,0.0,1
9791,243.0,1555.0,2.0,0,7.0,74.0,pass,0.0,0.0,0
10047,266.0,1551.0,3.0,0,7.0,74.0,pass,0.0,0.0,0
10128,327.0,1534.0,1.0,0,10.0,66.0,pass,0.0,0.0,0
10297,359.0,1506.0,2.0,0,5.0,61.0,run,0.0,0.0,1
10418,386.0,1468.0,1.0,0,10.0,48.0,run,0.0,0.0,1
10562,408.0,1435.0,2.0,0,9.0,47.0,pass,0.0,0.0,0
10587,486.0,1385.0,1.0,0,15.0,39.0,pass,0.0,0.0,0
10708,506.0,1342.0,2.0,0,15.0,39.0,run,0.0,0.0,1
10852,528.0,1298.0,3.0,0,3.0,27.0,pass,0.0,0.0,0
10901,553.0,1258.0,1.0,0,10.0,22.0,run,0.0,0.0,1
11157,575.0,1217.0,2.0,0,7.0,19.0,pass,0.0,0.0,0
11301,622.0,1214.0,3.0,0,12.0,24.0,pass,0.0,0.0,0
11541,695.0,1196.0,1.0,0,10.0,75.0,pass,0.0,3.0,0
11662,720.0,1173.0,1.0,0,10.0,64.0,run,0.0,3.0,1
11726,742.0,1154.0,2.0,0,8.0,62.0,pass,0.0,3.0,0
12032,815.0,1093.0,1.0,0,15.0,54.0,run,0.0,3.0,1
12113,910.0,1021.0,1.0,0,10.0,49.0,run,0.0,3.0,1
12185,934.0,981.0,2.0,0,1.0,40.0,run,0.0,3.0,1
12354,995.0,940.0,1.0,0,15.0,43.0,run,0.0,3.0,1
12475,1017.0,911.0,2.0,0,9.0,37.0,pass,0.0,3.0,0
12556,1062.0,900.0,1.0,0,10.0,25.0,pass,0.0,3.0,0
12766,1101.0,866.0,2.0,0,3.0,18.0,run,0.0,3.0,1
12866,1163.0,860.0,1.0,0,10.0,65.0,pass,3.0,7.0,0
12947,1188.0,821.0,2.0,0,4.0,59.0,pass,3.0,7.0,0
13091,1218.0,785.0,1.0,0,10.0,14.0,run,3.0,7.0,1
13316,1240.0,743.0,2.0,0,6.0,10.0,run,3.0,7.0,1
13485,1262.0,699.0,3.0,0,2.0,6.0,run,3.0,7.0,1
13566,1318.0,649.0,1.0,1,1.0,1.0,run,3.0,7.0,1
13666,1340.0,610.0,2.0,1,1.0,1.0,pass,3.0,7.0,0
13848,1416.0,598.0,1.0,0,10.0,55.0,run,7.0,10.0,1
13992,1439.0,578.0,2.0,0,6.0,51.0,pass,7.0,10.0,0
14082,1503.0,526.0,3.0,0,5.0,50.0,pass,7.0,10.0,0
14203,1528.0,495.0,1.0,0,10.0,40.0,run,7.0,10.0,1
14428,1550.0,470.0,2.0,0,5.0,35.0,pass,7.0,10.0,0
14492,1575.0,431.0,3.0,0,1.0,31.0,run,7.0,10.0,1
14661,1599.0,388.0,1.0,0,10.0,23.0,run,7.0,10.0,1
14771,1621.0,350.0,2.0,0,8.0,21.0,pass,7.0,10.0,0
14915,1655.0,342.0,3.0,0,8.0,21.0,pass,7.0,10.0,0
14979,1731.0,293.0,1.0,0,10.0,71.0,pass,10.0,10.0,0
15051,1754.0,289.0,2.0,0,10.0,71.0,pass,10.0,10.0,0
15132,1777.0,286.0,3.0,0,10.0,71.0,pass,10.0,10.0,0
15276,1802.0,250.0,1.0,0,10.0,60.0,run,10.0,10.0,1
15445,1878.0,208.0,1.0,0,20.0,53.0,pass,10.0,10.0,0
15555,1903.0,169.0,2.0,0,23.0,56.0,pass,10.0,10.0,0
15699,1928.0,127.0,3.0,0,12.0,45.0,pass,10.0,10.0,0
15955,1994.0,117.0,1.0,0,5.0,15.0,run,10.0,10.0,1
16165,2016.0,76.0,1.0,1,8.0,8.0,pass,10.0,10.0,0
16390,2041.0,32.0,2.0,1,4.0,4.0,pass,10.0,10.0,0
16572,2123.0,23.0,1.0,0,10.0,71.0,run,10.0,17.0,1
16693,2206.0,1796.0,1.0,0,10.0,85.0,pass,10.0,17.0,0
16757,2231.0,1759.0,2.0,0,8.0,83.0,pass,10.0,17.0,0
16901,2256.0,1735.0,1.0,0,10.0,66.0,run,10.0,17.0,1
17045,2278.0,1700.0,2.0,0,9.0,65.0,pass,10.0,17.0,0
17166,2303.0,1675.0,3.0,0,7.0,63.0,pass,10.0,17.0,0
17455,2364.0,1647.0,1.0,0,10.0,81.0,pass,17.0,10.0,0
17680,2396.0,1605.0,2.0,0,11.0,82.0,run,17.0,10.0,1
18100,2418.0,1553.0,1.0,0,10.0,30.0,pass,17.0,10.0,0
18269,2441.0,1549.0,2.0,0,10.0,30.0,run,17.0,10.0,1
18494,2463.0,1502.0,3.0,0,10.0,30.0,pass,17.0,10.0,0
18638,2538.0,1449.0,1.0,0,10.0,73.0,pass,10.0,20.0,0
18702,2561.0,1445.0,2.0,0,10.0,73.0,pass,10.0,20.0,0
18802,2586.0,1418.0,1.0,0,10.0,61.0,run,10.0,20.0,1
18998,2608.0,1383.0,2.0,0,7.0,58.0,pass,10.0,20.0,0
19079,2631.0,1378.0,3.0,0,7.0,58.0,pass,10.0,20.0,0
19115,2680.0,1345.0,1.0,0,15.0,52.0,pass,10.0,20.0,0
19311,2705.0,1323.0,2.0,0,7.0,44.0,pass,10.0,20.0,0
19507,2735.0,1295.0,3.0,0,1.0,38.0,run,10.0,20.0,1
19676,2757.0,1270.0,1.0,0,10.0,36.0,pass,10.0,20.0,0
19965,2782.0,1245.0,2.0,0,2.0,28.0,run,10.0,20.0,1
20161,2828.0,1192.0,1.0,0,10.0,25.0,pass,10.0,20.0,0
20271,2851.0,1185.0,2.0,0,10.0,25.0,run,10.0,20.0,1
20415,2873.0,1143.0,3.0,0,5.0,20.0,pass,10.0,20.0,0
20559,2918.0,1135.0,1.0,0,10.0,72.0,run,20.0,10.0,1
20680,2947.0,1097.0,2.0,0,3.0,65.0,pass,20.0,10.0,0
20905,2972.0,1071.0,1.0,0,10.0,60.0,pass,20.0,10.0,0
21129,2997.0,1041.0,2.0,0,8.0,58.0,run,20.0,10.0,1
21325,3024.0,1000.0,3.0,0,4.0,54.0,pass,20.0,10.0,0
21415,3063.0,953.0,1.0,0,10.0,73.0,run,10.0,20.0,1
21559,3126.0,920.0,1.0,0,10.0,63.0,run,10.0,20.0,1
21703,3168.0,900.0,2.0,0,9.0,62.0,pass,10.0,20.0,0
21835,3226.0,878.0,3.0,0,13.0,66.0,pass,10.0,20.0,0
21956,3327.0,813.0,1.0,0,13.0,97.0,pass,20.0,10.0,0
22088,3355.0,809.0,2.0,0,13.0,97.0,run,20.0,10.0,1
22124,3377.0,769.0,3.0,0,11.0,95.0,pass,20.0,10.0,0
22268,3402.0,726.0,1.0,0,10.0,83.0,run,20.0,10.0,1
22349,3424.0,684.0,2.0,0,8.0,81.0,pass,20.0,10.0,0
22470,3449.0,652.0,1.0,0,10.0,71.0,run,20.0,10.0,1
22551,3476.0,608.0,1.0,0,10.0,60.0,pass,20.0,10.0,0
22672,3499.0,603.0,2.0,0,10.0,60.0,run,20.0,10.0,1
22772,3521.0,561.0,3.0,0,9.0,59.0,pass,20.0,10.0,0
22853,3564.0,549.0,1.0,0,10.0,83.0,pass,10.0,20.0,0
22953,3602.0,544.0,2.0,0,10.0,83.0,pass,10.0,20.0,0
23314,3652.0,541.0,3.0,0,15.0,88.0,pass,10.0,20.0,0
23483,3706.0,523.0,1.0,0,10.0,40.0,run,20.0,10.0,1
23604,3735.0,479.0,2.0,0,7.0,37.0,pass,20.0,10.0,0
23704,3765.0,434.0,3.0,0,3.0,33.0,pass,20.0,10.0,0
23804,3795.0,397.0,1.0,0,10.0,28.0,run,20.0,10.0,1
23948,3817.0,356.0,2.0,0,12.0,30.0,run,20.0,10.0,1
24130,3859.0,330.0,2.0,0,21.0,39.0,run,20.0,10.0,1
24194,3881.0,288.0,3.0,0,17.0,35.0,run,20.0,10.0,1
24363,3931.0,274.0,1.0,0,10.0,64.0,pass,10.0,20.0,0
24444,3961.0,256.0,2.0,0,4.0,58.0,pass,10.0,20.0,0
24493,3986.0,232.0,1.0,0,10.0,37.0,pass,10.0,20.0,0
24649,4011.0,209.0,2.0,0,5.0,32.0,pass,10.0,20.0,0
24749,4044.0,204.0,1.0,0,10.0,19.0,run,10.0,20.0,1
24870,4078.0,197.0,1.0,1,3.0,3.0,pass,10.0,20.0,0
24906,4101.0,193.0,2.0,1,3.0,3.0,run,10.0,20.0,1
24942,4123.0,173.0,3.0,1,5.0,5.0,pass,10.0,20.0,0
25042,4233.0,155.0,1.0,0,10.0,74.0,run,20.0,13.0,1
25058,4255.0,149.0,2.0,0,7.0,71.0,pass,20.0,13.0,0
25074,4287.0,143.0,3.0,0,4.0,68.0,pass,20.0,13.0,0
25090,4347.0,109.0,1.0,0,10.0,58.0,pass,13.0,20.0,0
25099,4372.0,105.0,2.0,0,10.0,58.0,run,13.0,20.0,1
25108,4434.0,85.0,3.0,0,1.0,49.0,pass,13.0,20.0,0
25117,4464.0,80.0,1.0,0,10.0,43.0,pass,13.0,20.0,0
25153,4489.0,62.0,2.0,0,5.0,38.0,pass,13.0,20.0,0
25169,4537.0,48.0,2.0,0,10.0,33.0,pass,13.0,20.0,0
25178,4560.0,43.0,3.0,0,10.0,33.0,pass,13.0,20.0,0
25187,4585.0,26.0,4.0,0,1.0,24.0,pass,13.0,20.0,0
25191,4633.0,13.0,2.0,0,10.0,18.0,pass,13.0,20.0,0
25192,4656.0,9.0,3.0,0,10.0,18.0,pass,13.0,20.0,0
25201,4691.0,4.0,4.0,0,10.0,18.0,pass,13.0,20.0,0
25205,67.0,1794.0,1.0,0,10.0,50.0,pass,0.0,0.0,0
25374,92.0,1753.0,2.0,0,2.0,42.0,run,0.0,0.0,1
25599,114.0,1713.0,1.0,0,10.0,39.0,run,0.0,0.0,1
25743,136.0,1670.0,2.0,0,7.0,36.0,pass,0.0,0.0,0
25939,183.0,1664.0,3.0,0,2.0,31.0,run,0.0,0.0,1
26020,218.0,1624.0,1.0,0,10.0,14.0,pass,0.0,0.0,0
26501,314.0,1574.0,1.0,0,10.0,69.0,run,0.0,7.0,1
26726,336.0,1553.0,2.0,0,4.0,63.0,run,0.0,7.0,1
26790,358.0,1510.0,3.0,0,3.0,62.0,pass,0.0,7.0,0
26959,388.0,1469.0,1.0,0,10.0,59.0,pass,0.0,7.0,0
27141,413.0,1435.0,2.0,0,5.0,54.0,run,0.0,7.0,1
27465,435.0,1399.0,3.0,0,3.0,52.0,run,0.0,7.0,1
27705,464.0,1357.0,1.0,0,10.0,41.0,pass,0.0,7.0,0
27901,489.0,1315.0,1.0,0,10.0,28.0,run,0.0,7.0,1
27931,547.0,1240.0,1.0,0,10.0,22.0,pass,0.0,7.0,0
28127,570.0,1232.0,2.0,0,10.0,22.0,run,0.0,7.0,1
28259,616.0,1174.0,3.0,0,7.0,19.0,pass,0.0,7.0,0
28331,686.0,1109.0,1.0,0,10.0,65.0,run,7.0,3.0,1
28431,708.0,1066.0,2.0,0,1.0,56.0,run,7.0,3.0,1
28575,730.0,1045.0,3.0,0,1.0,56.0,run,7.0,3.0,1
28771,774.0,999.0,1.0,0,10.0,85.0,run,3.0,7.0,1
28940,803.0,959.0,1.0,0,10.0,74.0,pass,3.0,7.0,0
29004,850.0,919.0,1.0,0,10.0,54.0,run,3.0,7.0,1
29148,892.0,900.0,2.0,0,8.0,52.0,pass,3.0,7.0,0
29304,917.0,858.0,3.0,0,3.0,47.0,run,3.0,7.0,1
29385,949.0,821.0,1.0,0,10.0,30.0,run,3.0,7.0,1
29706,1040.0,805.0,2.0,0,10.0,77.0,pass,7.0,10.0,0
29931,1065.0,765.0,3.0,0,6.0,73.0,pass,7.0,10.0,0
30052,1125.0,723.0,1.0,0,10.0,69.0,pass,10.0,7.0,0
30308,1157.0,682.0,2.0,0,5.0,64.0,run,10.0,7.0,1
30452,1179.0,631.0,1.0,0,10.0,15.0,run,10.0,7.0,1
30542,1201.0,591.0,2.0,0,5.0,10.0,run,10.0,7.0,1
30711,1274.0,581.0,1.0,0,10.0,70.0,run,7.0,17.0,1
30843,1296.0,540.0,2.0,0,3.0,63.0,run,7.0,17.0,1
31139,1343.0,490.0,2.0,0,10.0,55.0,pass,7.0,17.0,0
31335,1368.0,451.0,3.0,0,9.0,54.0,pass,7.0,17.0,0
31479,1398.0,428.0,1.0,0,10.0,37.0,pass,7.0,17.0,0
31648,1428.0,388.0,1.0,0,10.0,25.0,run,7.0,17.0,1
31673,1450.0,346.0,2.0,0,3.0,18.0,run,7.0,17.0,1
31794,1472.0,308.0,3.0,0,3.0,18.0,pass,7.0,17.0,0
31938,1501.0,267.0,1.0,0,10.0,12.0,pass,7.0,17.0,0
32002,1524.0,264.0,2.0,0,10.0,12.0,run,7.0,17.0,1
32102,1546.0,220.0,3.0,0,8.0,10.0,pass,7.0,17.0,0
32442,1643.0,123.0,1.0,0,10.0,37.0,run,17.0,10.0,1
32523,1665.0,118.0,2.0,0,5.0,32.0,pass,17.0,10.0,0
32705,1695.0,113.0,3.0,0,5.0,32.0,pass,17.0,10.0,0
32994,1727.0,106.0,1.0,0,10.0,17.0,run,17.0,10.0,1
33115,1772.0,98.0,2.0,0,25.0,32.0,pass,17.0,10.0,0
33247,1804.0,91.0,3.0,0,24.0,31.0,run,17.0,10.0,1
33536,1883.0,25.0,1.0,0,10.0,73.0,pass,10.0,20.0,0
33626,1931.0,7.0,2.0,0,10.0,47.0,pass,10.0,20.0,0
33758,2023.0,1800.0,1.0,0,10.0,65.0,run,20.0,13.0,1
33774,2045.0,1757.0,2.0,0,7.0,62.0,pass,20.0,13.0,0
33918,2075.0,1722.0,3.0,0,7.0,62.0,pass,20.0,13.0,0
33954,2100.0,1674.0,1.0,0,10.0,23.0,pass,20.0,13.0,0
34110,2177.0,1668.0,1.0,0,10.0,60.0,run,13.0,27.0,1
34242,2199.0,1635.0,2.0,0,5.0,55.0,run,13.0,27.0,1
34438,2221.0,1595.0,3.0,0,2.0,52.0,run,13.0,27.0,1
34634,2243.0,1554.0,1.0,0,10.0,47.0,run,13.0,27.0,1
34778,2265.0,1509.0,1.0,0,10.0,36.0,pass,13.0,27.0,0
35102,2288.0,1503.0,2.0,0,10.0,36.0,pass,13.0,27.0,0
35374,2313.0,1461.0,3.0,0,8.0,34.0,pass,13.0,27.0,0
35455,2372.0,1415.0,1.0,1,4.0,4.0,run,13.0,27.0,1
35637,2394.0,1371.0,2.0,1,2.0,2.0,run,13.0,27.0,1
35718,2499.0,1362.0,1.0,0,10.0,67.0,run,27.0,19.0,1
35754,2521.0,1324.0,2.0,0,5.0,62.0,run,27.0,19.0,1
35826,2543.0,1290.0,3.0,0,10.0,67.0,pass,27.0,19.0,0
35890,2592.0,1274.0,1.0,0,10.0,84.0,pass,19.0,27.0,0
35980,2657.0,1200.0,2.0,0,18.0,92.0,pass,19.0,27.0,0
36176,2686.0,1172.0,3.0,0,1.0,75.0,run,19.0,27.0,1
36201,2708.0,1127.0,1.0,0,10.0,73.0,run,19.0,27.0,1
36301,2730.0,1086.0,2.0,0,8.0,71.0,pass,19.0,27.0,0
36470,2753.0,1080.0,3.0,0,8.0,71.0,pass,19.0,27.0,0
36580,2796.0,1062.0,1.0,0,10.0,68.0,pass,27.0,19.0,0
36680,2838.0,1018.0,1.0,0,10.0,32.0,run,27.0,19.0,1
36801,2860.0,974.0,2.0,0,7.0,29.0,pass,27.0,19.0,0
36882,2955.0,963.0,1.0,0,10.0,84.0,run,19.0,34.0,1
37138,2977.0,922.0,2.0,0,6.0,80.0,pass,19.0,34.0,0
37282,3025.0,900.0,1.0,0,10.0,72.0,pass,19.0,34.0,0
37464,3055.0,876.0,1.0,0,10.0,57.0,pass,19.0,34.0,0
37585,3080.0,851.0,2.0,0,6.0,53.0,pass,19.0,34.0,0
37675,3106.0,846.0,3.0,0,6.0,53.0,pass,19.0,34.0,0
37915,3131.0,809.0,1.0,1,2.0,2.0,run,19.0,34.0,1
38005,3156.0,776.0,2.0,1,2.0,2.0,run,19.0,34.0,1
38149,3227.0,765.0,1.0,0,10.0,65.0,pass,34.0,25.0,0
38270,3250.0,760.0,2.0,0,10.0,65.0,pass,34.0,25.0,0
38559,3291.0,757.0,3.0,0,10.0,65.0,run,34.0,25.0,1
38703,3313.0,710.0,1.0,0,10.0,46.0,run,34.0,25.0,1
38824,3381.0,695.0,1.0,0,10.0,72.0,pass,25.0,40.0,0
38873,3416.0,673.0,2.0,0,1.0,63.0,pass,25.0,40.0,0
39029,3444.0,652.0,1.0,0,10.0,57.0,pass,25.0,40.0,0
39198,3481.0,648.0,2.0,0,10.0,57.0,run,25.0,40.0,1
39394,3592.0,603.0,3.0,0,11.0,58.0,pass,25.0,40.0,0
39475,3632.0,558.0,1.0,0,10.0,65.0,run,40.0,25.0,1
39619,3661.0,517.0,2.0,0,7.0,62.0,run,40.0,25.0,1
39908,3707.0,476.0,3.0,0,13.0,68.0,pass,40.0,25.0,0
40104,3770.0,436.0,1.0,0,10.0,80.0,pass,25.0,40.0,0
40572,3822.0,377.0,2.0,0,4.0,53.0,pass,25.0,40.0,0
40741,3847.0,355.0,1.0,0,10.0,44.0,pass,25.0,40.0,0
40790,3870.0,352.0,2.0,0,10.0,44.0,pass,25.0,40.0,0
40890,3929.0,304.0,1.0,0,10.0,29.0,pass,25.0,40.0,0
41115,3959.0,299.0,1.0,0,10.0,18.0,pass,25.0,40.0,0
41179,3982.0,293.0,2.0,0,10.0,18.0,pass,25.0,40.0,0
41243,4005.0,288.0,3.0,0,10.0,18.0,pass,25.0,40.0,0
41324,4040.0,245.0,4.0,0,2.0,10.0,pass,25.0,40.0,0
41549,4104.0,230.0,1.0,0,10.0,72.0,run,40.0,32.0,1
41574,4126.0,190.0,1.0,0,10.0,59.0,run,40.0,32.0,1
41674,4166.0,186.0,1.0,0,10.0,30.0,pass,32.0,40.0,0
41755,4191.0,162.0,1.0,1,1.0,1.0,run,32.0,40.0,1
41855,4213.0,126.0,2.0,1,1.0,1.0,run,32.0,40.0,1
41897,4237.0,120.0,3.0,1,1.0,1.0,run,32.0,40.0,1
41933,4308.0,111.0,1.0,0,10.0,69.0,run,40.0,38.0,1
41989,4330.0,105.0,2.0,0,9.0,68.0,run,40.0,38.0,1
42038,4359.0,100.0,3.0,0,9.0,68.0,pass,40.0,38.0,0
42063,4417.0,86.0,1.0,0,10.0,80.0,pass,38.0,40.0,0
42088,4442.0,65.0,2.0,0,4.0,74.0,pass,38.0,40.0,0
42104,4472.0,60.0,1.0,0,10.0,66.0,run,38.0,40.0,1
42129,4523.0,53.0,2.0,0,10.0,66.0,pass,38.0,40.0,0
42154,4553.0,46.0,1.0,0,10.0,34.0,pass,38.0,40.0,0
49047,86.0,1791.0,2.0,0,10.0,72.0,pass,0.0,0.0,0
49191,111.0,1768.0,3.0,0,1.0,63.0,run,0.0,0.0,1
49387,133.0,1727.0,4.0,0,1.0,63.0,run,0.0,0.0,1
49787,188.0,1663.0,1.0,0,20.0,69.0,pass,0.0,0.0,0
49931,211.0,1658.0,2.0,0,20.0,69.0,pass,0.0,0.0,0
50012,236.0,1623.0,3.0,0,10.0,59.0,pass,0.0,0.0,0
50133,305.0,1574.0,1.0,0,20.0,45.0,run,0.0,0.0,1
50223,330.0,1532.0,2.0,0,10.0,35.0,pass,0.0,0.0,0
50367,362.0,1489.0,1.0,0,10.0,19.0,pass,0.0,0.0,0
50511,396.0,1481.0,2.0,0,22.0,31.0,pass,0.0,0.0,0
50736,421.0,1434.0,3.0,0,12.0,21.0,pass,0.0,0.0,0
50836,501.0,1389.0,1.0,0,10.0,71.0,run,0.0,3.0,1
51236,523.0,1348.0,2.0,0,5.0,66.0,run,0.0,3.0,1
51380,545.0,1305.0,3.0,0,2.0,63.0,run,0.0,3.0,1
51444,577.0,1263.0,1.0,0,10.0,60.0,run,0.0,3.0,1
51565,604.0,1220.0,2.0,0,3.0,53.0,pass,0.0,3.0,0
51734,629.0,1174.0,3.0,0,1.0,51.0,run,0.0,3.0,1
52058,651.0,1133.0,1.0,0,10.0,49.0,pass,0.0,3.0,0
52382,674.0,1128.0,2.0,0,10.0,49.0,pass,0.0,3.0,0
52463,699.0,1078.0,3.0,0,7.0,46.0,pass,0.0,3.0,0
52535,724.0,1036.0,1.0,0,10.0,35.0,run,0.0,3.0,1
52616,746.0,990.0,2.0,0,5.0,30.0,run,0.0,3.0,1
52716,768.0,947.0,3.0,0,5.0,30.0,pass,0.0,3.0,0
52837,854.0,931.0,1.0,0,10.0,78.0,run,3.0,3.0,1
52918,876.0,900.0,2.0,0,6.0,74.0,pass,3.0,3.0,0
53114,922.0,856.0,3.0,0,3.0,71.0,pass,3.0,3.0,0
53224,978.0,806.0,1.0,0,10.0,84.0,run,3.0,3.0,1
53368,1007.0,772.0,2.0,0,1.0,75.0,pass,3.0,3.0,0
53537,1076.0,764.0,1.0,0,10.0,35.0,run,3.0,3.0,1
53637,1105.0,719.0,2.0,0,3.0,28.0,pass,3.0,3.0,0
53806,1128.0,715.0,3.0,0,3.0,28.0,run,3.0,3.0,1
54002,1150.0,676.0,1.0,0,10.0,21.0,run,3.0,3.0,1
54258,1172.0,639.0,2.0,0,4.0,15.0,run,3.0,3.0,1
54658,1194.0,602.0,3.0,0,3.0,14.0,run,3.0,3.0,1
55058,1216.0,561.0,1.0,1,10.0,10.0,pass,3.0,3.0,0
55382,1241.0,518.0,2.0,1,6.0,6.0,pass,3.0,3.0,0
55760,1370.0,466.0,2.0,0,8.0,76.0,run,3.0,10.0,1
55824,1392.0,422.0,3.0,0,6.0,74.0,pass,3.0,10.0,0
55905,1417.0,379.0,1.0,0,10.0,62.0,pass,3.0,10.0,0
55969,1440.0,373.0,2.0,0,10.0,62.0,pass,3.0,10.0,0
56101,1465.0,329.0,3.0,0,11.0,63.0,run,3.0,10.0,1
56165,1487.0,281.0,1.0,0,10.0,41.0,run,3.0,10.0,1
56297,1509.0,241.0,2.0,0,8.0,39.0,pass,3.0,10.0,0
56397,1537.0,235.0,3.0,0,8.0,39.0,pass,3.0,10.0,0
56461,1592.0,219.0,1.0,0,10.0,91.0,run,10.0,3.0,1
56701,1614.0,166.0,1.0,0,10.0,20.0,run,10.0,3.0,1
57062,1636.0,120.0,2.0,0,2.0,12.0,run,10.0,3.0,1
57258,1674.0,115.0,1.0,1,9.0,9.0,run,10.0,3.0,1
57498,1789.0,103.0,1.0,0,15.0,65.0,run,3.0,17.0,1
57562,1811.0,83.0,2.0,0,7.0,57.0,pass,3.0,17.0,0
57731,1836.0,63.0,1.0,0,10.0,39.0,pass,3.0,17.0,0
57747,1871.0,59.0,2.0,0,10.0,39.0,pass,3.0,17.0,0
57772,1894.0,55.0,3.0,0,10.0,39.0,run,3.0,17.0,1
58061,1932.0,48.0,1.0,0,10.0,68.0,pass,17.0,3.0,0
58142,1957.0,42.0,2.0,0,7.0,65.0,pass,17.0,3.0,0
58466,1989.0,29.0,1.0,0,10.0,58.0,pass,17.0,3.0,0
58772,2061.0,13.0,2.0,0,15.0,52.0,pass,17.0,3.0,0
59172,2219.0,1800.0,1.0,0,10.0,60.0,pass,3.0,20.0,0
59328,2244.0,1754.0,2.0,0,1.0,51.0,run,3.0,20.0,1
59670,2266.0,1714.0,1.0,0,10.0,49.0,run,3.0,20.0,1
60012,2293.0,1668.0,2.0,0,1.0,40.0,run,3.0,20.0,1
60181,2366.0,1616.0,1.0,0,10.0,14.0,run,3.0,20.0,1
60245,2388.0,1573.0,2.0,0,2.0,6.0,run,3.0,20.0,1
60294,2410.0,1532.0,3.0,0,2.0,6.0,run,3.0,20.0,1
60415,2432.0,1491.0,4.0,0,1.0,5.0,pass,3.0,20.0,0
60515,2455.0,1485.0,1.0,0,10.0,94.0,run,20.0,3.0,1
60659,2484.0,1448.0,2.0,0,7.0,91.0,pass,20.0,3.0,0
60780,2507.0,1445.0,3.0,0,7.0,91.0,pass,20.0,3.0,0
60924,2567.0,1429.0,1.0,0,10.0,73.0,run,3.0,20.0,1
61068,2596.0,1386.0,2.0,0,6.0,69.0,run,3.0,20.0,1
61237,2618.0,1340.0,3.0,0,3.0,66.0,pass,3.0,20.0,0
61381,2643.0,1305.0,1.0,0,10.0,60.0,run,3.0,20.0,1
61481,2665.0,1269.0,2.0,0,1.0,51.0,run,3.0,20.0,1
61562,2687.0,1229.0,3.0,0,1.0,51.0,pass,3.0,20.0,0
61618,2744.0,1179.0,1.0,0,10.0,86.0,pass,20.0,3.0,0
61814,2779.0,1171.0,2.0,0,10.0,86.0,pass,20.0,3.0,0
62298,2802.0,1165.0,3.0,0,10.0,86.0,pass,20.0,3.0,0
62467,2827.0,1128.0,1.0,0,10.0,69.0,run,20.0,3.0,1
62588,2893.0,1072.0,1.0,0,28.0,87.0,run,20.0,3.0,1
62757,2915.0,1032.0,2.0,0,24.0,83.0,pass,20.0,3.0,0
62926,2942.0,1020.0,1.0,0,10.0,38.0,pass,3.0,20.0,0
63287,2989.0,1016.0,2.0,0,15.0,43.0,pass,3.0,20.0,0
63456,3014.0,966.0,3.0,0,6.0,34.0,pass,3.0,20.0,0
63600,3046.0,923.0,4.0,0,5.0,33.0,pass,3.0,20.0,0
63889,3069.0,916.0,1.0,0,10.0,67.0,run,20.0,3.0,1
64145,3111.0,900.0,2.0,0,8.0,65.0,pass,20.0,3.0,0
64194,3136.0,856.0,1.0,0,10.0,53.0,run,20.0,3.0,1
64258,3158.0,816.0,2.0,0,10.0,53.0,run,20.0,3.0,1
64483,3185.0,770.0,1.0,0,10.0,43.0,run,20.0,3.0,1
64564,3207.0,728.0,2.0,0,8.0,41.0,pass,20.0,3.0,0
64789,3232.0,689.0,3.0,0,2.0,35.0,run,20.0,3.0,1
64910,3254.0,644.0,4.0,0,1.0,34.0,run,20.0,3.0,1
65053,3278.0,599.0,1.0,0,10.0,31.0,pass,20.0,3.0,0
65249,3360.0,595.0,2.0,0,10.0,31.0,run,20.0,3.0,1
65330,3382.0,556.0,3.0,0,8.0,29.0,pass,20.0,3.0,0
65451,3407.0,514.0,1.0,0,10.0,19.0,run,20.0,3.0,1
65620,3455.0,479.0,2.0,0,14.0,23.0,pass,20.0,3.0,0
65741,3489.0,475.0,3.0,0,14.0,23.0,pass,20.0,3.0,0
65822,3558.0,429.0,1.0,0,10.0,80.0,pass,3.0,23.0,0
65922,3583.0,405.0,1.0,0,10.0,59.0,pass,3.0,23.0,0
65971,3613.0,382.0,2.0,0,1.0,50.0,run,3.0,23.0,1
66092,3635.0,358.0,1.0,0,10.0,47.0,pass,3.0,23.0,0
66317,3658.0,353.0,2.0,0,10.0,47.0,pass,3.0,23.0,0
66606,3692.0,349.0,3.0,0,10.0,47.0,pass,3.0,23.0,0
66802,3717.0,325.0,1.0,0,10.0,32.0,pass,3.0,23.0,0
66883,3740.0,320.0,2.0,0,10.0,32.0,pass,3.0,23.0,0
66964,3763.0,312.0,3.0,0,10.0,32.0,pass,3.0,23.0,0
67064,3825.0,294.0,1.0,0,10.0,27.0,pass,3.0,23.0,0
67289,3901.0,286.0,1.0,0,10.0,48.0,run,23.0,10.0,1
67338,3923.0,279.0,1.0,0,10.0,34.0,run,23.0,10.0,1
67482,3952.0,273.0,2.0,0,10.0,34.0,run,23.0,10.0,1
67863,4008.0,182.0,2.0,0,5.0,12.0,run,23.0,10.0,1
